SENSE daab 1 26-04-2019 03:34:19.873 T: 29.01599884033203 [C]; A:[0, 0, 0]; H: 72.45306396484375
SENSE daaa 106 26-04-2019 03:35:01.145 T: 26.83199882507324 [C]; A:[114, 76, 210]; H: 76.87811279296875
SENSE daab 106 26-04-2019 03:35:01.282 T: 29.07839965820312 [C]; A:[90, 0, 226]; H: 72.6895751953125
SENSE daaa 107 26-04-2019 03:35:01.559 T: 26.83199882507324 [C]; A:[118, 78, 208]; H: 76.855224609375
SENSE daac 75 26-04-2019 03:35:01.487 T: 27.70559883117675 [C]; A:[-30, -12, 196]; H: 76.3211669921875
SENSE daab 107 26-04-2019 03:35:01.680 T: 29.07839965820312 [C]; A:[82, 0, 222]; H: 72.6895751953125
SENSE daaa 108 26-04-2019 03:35:01.966 T: 26.83199882507324 [C]; A:[120, 70, 214]; H: 76.855224609375
SENSE daab 108 26-04-2019 03:35:02.083 T: 29.07839965820312 [C]; A:[86, 0, 208]; H: 72.6590576171875
SENSE daac 76 26-04-2019 03:35:02.072 T: 27.6431999206543 [C]; A:[-28, -10, 202]; H: 76.2906494140625
SENSE daaa 109 26-04-2019 03:35:02.370 T: 26.83199882507324 [C]; A:[118, 76, 212]; H: 76.855224609375
SENSE daac 77 26-04-2019 03:35:02.632 T: 27.70559883117675 [C]; A:[-30, -8, 200]; H: 76.2906494140625
SENSE daaa 110 26-04-2019 03:35:02.773 T: 26.83199882507324 [C]; A:[124, 72, 206]; H: 76.855224609375
SENSE daab 110 26-04-2019 03:35:02.864 T: 29.07839965820312 [C]; A:[86, 0, 216]; H: 72.6285400390625
SENSE daaa 111 26-04-2019 03:35:03.171 T: 26.83199882507324 [C]; A:[118, 74, 216]; H: 76.855224609375
SENSE daab 111 26-04-2019 03:35:03.262 T: 29.07839965820312 [C]; A:[84, 0, 214]; H: 72.6285400390625
SENSE daac 78 26-04-2019 03:35:03.192 T: 27.70559883117675 [C]; A:[-32, -10, 198]; H: 76.2906494140625
SENSE daab 112 26-04-2019 03:35:03.660 T: 29.14079856872558 [C]; A:[90, 0, 220]; H: 72.60565185546875
SENSE daab 113 26-04-2019 03:35:04.058 T: 29.07839965820312 [C]; A:[82, -6, 216]; H: 72.57513427734375
SENSE daaa 114 26-04-2019 03:35:04.281 T: 26.83199882507324 [C]; A:[116, 76, 210]; H: 76.855224609375
SENSE daac 80 26-04-2019 03:35:04.312 T: 27.76799964904785 [C]; A:[-36, -10, 196]; H: 76.26776123046875
SENSE daab 114 26-04-2019 03:35:04.456 T: 29.07839965820312 [C]; A:[90, 2, 220]; H: 72.57513427734375
SENSE daaa 115 26-04-2019 03:35:04.679 T: 26.83199882507324 [C]; A:[120, 74, 212]; H: 76.855224609375
SENSE daac 81 26-04-2019 03:35:04.837 T: 27.70559883117675 [C]; A:[-32, -14, 196]; H: 76.26776123046875
SENSE daaa 116 26-04-2019 03:35:05.077 T: 26.89439964294433 [C]; A:[118, 72, 214]; H: 76.82470703125
SENSE daaa 117 26-04-2019 03:35:05.475 T: 26.89439964294433 [C]; A:[114, 78, 212]; H: 76.82470703125
SENSE daac 82 26-04-2019 03:35:05.407 T: 27.70559883117675 [C]; A:[-32, -8, 200]; H: 76.23724365234375
SENSE daab 117 26-04-2019 03:35:05.591 T: 29.14079856872558 [C]; A:[88, 0, 216]; H: 72.54461669921875
SENSE daaa 118 26-04-2019 03:35:05.878 T: 26.89439964294433 [C]; A:[116, 74, 210]; H: 76.82470703125
SENSE daac 83 26-04-2019 03:35:05.966 T: 27.70559883117675 [C]; A:[-32, -14, 192]; H: 76.23724365234375
SENSE daaa 119 26-04-2019 03:35:06.281 T: 26.89439964294433 [C]; A:[112, 76, 212]; H: 76.82470703125
SENSE daab 119 26-04-2019 03:35:06.352 T: 29.14079856872558 [C]; A:[86, 0, 214]; H: 72.521728515625
SENSE daac 84 26-04-2019 03:35:06.526 T: 27.70559883117675 [C]; A:[-34, -4, 200]; H: 76.20672607421875
SENSE daaa 120 26-04-2019 03:35:06.691 T: 26.89439964294433 [C]; A:[116, 74, 206]; H: 76.77130126953125
SENSE daab 120 26-04-2019 03:35:06.750 T: 29.07839965820312 [C]; A:[88, 0, 214]; H: 72.521728515625
SENSE daaa 121 26-04-2019 03:35:07.093 T: 26.89439964294433 [C]; A:[114, 72, 210]; H: 76.77130126953125
SENSE daab 121 26-04-2019 03:35:07.153 T: 29.14079856872558 [C]; A:[86, 0, 228]; H: 72.521728515625
SENSE daac 85 26-04-2019 03:35:07.086 T: 27.70559883117675 [C]; A:[-30, -10, 192]; H: 76.20672607421875
SENSE daab 122 26-04-2019 03:35:07.551 T: 29.07839965820312 [C]; A:[84, 0, 216]; H: 72.4912109375
SENSE daaa 123 26-04-2019 03:35:07.849 T: 26.89439964294433 [C]; A:[120, 78, 208]; H: 76.77130126953125
SENSE daac 87 26-04-2019 03:35:08.166 T: 27.76799964904785 [C]; A:[-32, -8, 202]; H: 76.183837890625
SENSE daab 124 26-04-2019 03:35:08.313 T: 29.07839965820312 [C]; A:[82, -6, 208]; H: 72.4912109375
SENSE daaa 125 26-04-2019 03:35:08.621 T: 26.89439964294433 [C]; A:[114, 78, 202]; H: 76.77130126953125
SENSE daab 125 26-04-2019 03:35:08.711 T: 29.14079856872558 [C]; A:[94, 0, 216]; H: 72.460693359375
SENSE daac 88 26-04-2019 03:35:08.736 T: 27.70559883117675 [C]; A:[-30, -6, 202]; H: 76.1533203125
SENSE daab 126 26-04-2019 03:35:09.109 T: 29.14079856872558 [C]; A:[84, 0, 222]; H: 72.460693359375
SENSE daac 89 26-04-2019 03:35:09.296 T: 27.76799964904785 [C]; A:[-30, -10, 198]; H: 76.1533203125
SENSE daab 127 26-04-2019 03:35:09.507 T: 29.14079856872558 [C]; A:[86, 2, 226]; H: 72.460693359375
SENSE daaa 128 26-04-2019 03:35:09.770 T: 26.89439964294433 [C]; A:[120, 74, 214]; H: 76.74078369140625
SENSE daab 128 26-04-2019 03:35:09.920 T: 29.14079856872558 [C]; A:[78, -6, 214]; H: 72.460693359375
SENSE daac 90 26-04-2019 03:35:09.866 T: 27.70559883117675 [C]; A:[-28, -12, 230]; H: 76.122802734375
SENSE daab 130 26-04-2019 03:35:10.681 T: 29.14079856872558 [C]; A:[88, 0, 224]; H: 72.460693359375
SENSE daab 131 26-04-2019 03:35:11.079 T: 29.14079856872558 [C]; A:[82, 0, 218]; H: 72.460693359375
SENSE daaa 132 26-04-2019 03:35:11.318 T: 26.89439964294433 [C]; A:[116, 72, 210]; H: 76.75604248046875
SENSE daab 132 26-04-2019 03:35:11.477 T: 29.14079856872558 [C]; A:[88, 0, 216]; H: 72.460693359375
SENSE daac 93 26-04-2019 03:35:11.491 T: 27.76799964904785 [C]; A:[-30, -8, 200]; H: 76.09228515625
SENSE daaa 133 26-04-2019 03:35:11.721 T: 26.89439964294433 [C]; A:[120, 70, 212]; H: 76.71026611328125
SENSE daab 133 26-04-2019 03:35:11.875 T: 29.14079856872558 [C]; A:[92, 2, 222]; H: 72.43780517578125
SENSE daac 94 26-04-2019 03:35:12.056 T: 27.76799964904785 [C]; A:[-32, -10, 200]; H: 76.09228515625
SENSE daab 134 26-04-2019 03:35:12.273 T: 29.14079856872558 [C]; A:[92, 0, 214]; H: 72.43780517578125
SENSE daaa 135 26-04-2019 03:35:12.497 T: 26.89439964294433 [C]; A:[114, 78, 208]; H: 76.75604248046875
SENSE daab 136 26-04-2019 03:35:13.050 T: 29.14079856872558 [C]; A:[84, 6, 222]; H: 72.43780517578125
SENSE daaa 137 26-04-2019 03:35:13.269 T: 26.89439964294433 [C]; A:[124, 68, 204]; H: 76.72552490234375
SENSE daab 137 26-04-2019 03:35:13.448 T: 29.14079856872558 [C]; A:[90, 0, 220]; H: 72.43780517578125
SENSE daab 138 26-04-2019 03:35:13.866 T: 29.14079856872558 [C]; A:[90, 0, 216]; H: 72.40728759765625
SENSE daaa 139 26-04-2019 03:35:14.035 T: 26.9567985534668 [C]; A:[114, 72, 210]; H: 76.72552490234375
SENSE daac 98 26-04-2019 03:35:14.215 T: 27.83039855957031 [C]; A:[-30, -12, 196]; H: 76.03887939453125
SENSE daab 139 26-04-2019 03:35:14.299 T: 29.14079856872558 [C]; A:[88, 0, 220]; H: 72.40728759765625
SENSE daaa 140 26-04-2019 03:35:14.439 T: 26.9567985534668 [C]; A:[114, 76, 202]; H: 76.72552490234375
SENSE daab 140 26-04-2019 03:35:14.697 T: 29.14079856872558 [C]; A:[86, -4, 218]; H: 72.40728759765625
SENSE daaa 141 26-04-2019 03:35:14.837 T: 26.89439964294433 [C]; A:[120, 76, 210]; H: 76.72552490234375
SENSE daac 99 26-04-2019 03:35:14.775 T: 27.83039855957031 [C]; A:[-34, -12, 198]; H: 76.00836181640625
SENSE daab 141 26-04-2019 03:35:15.106 T: 29.14079856872558 [C]; A:[86, -8, 210]; H: 72.40728759765625
SENSE daaa 142 26-04-2019 03:35:15.240 T: 26.89439964294433 [C]; A:[120, 72, 214]; H: 76.69500732421875
SENSE daac 100 26-04-2019 03:35:15.345 T: 27.83039855957031 [C]; A:[-30, -12, 202]; H: 76.00836181640625
SENSE daab 142 26-04-2019 03:35:15.508 T: 29.14079856872558 [C]; A:[90, 2, 226]; H: 72.40728759765625
SENSE daaa 143 26-04-2019 03:35:15.663 T: 26.9567985534668 [C]; A:[124, 72, 214]; H: 76.69500732421875
SENSE daaa 143 26-04-2019 03:35:15.663 T: 26.9567985534668 [C]; A:[124, 72, 214]; H: 76.69500732421875
SENSE daab 143 26-04-2019 03:35:15.911 T: 29.14079856872558 [C]; A:[84, -4, 218]; H: 72.40728759765625
SENSE daab 143 26-04-2019 03:35:15.911 T: 29.14079856872558 [C]; A:[84, -4, 218]; H: 72.40728759765625
SENSE daac 101 26-04-2019 03:35:15.910 T: 27.83039855957031 [C]; A:[-30, -10, 204]; H: 75.9854736328125
SENSE daaa 144 26-04-2019 03:35:16.066 T: 26.89439964294433 [C]; A:[122, 74, 214]; H: 76.69500732421875
SENSE daaa 144 26-04-2019 03:35:16.066 T: 26.89439964294433 [C]; A:[122, 74, 214]; H: 76.69500732421875
SENSE daaa 145 26-04-2019 03:35:16.479 T: 26.9567985534668 [C]; A:[122, 72, 210]; H: 76.69500732421875
SENSE daac 102 26-04-2019 03:35:16.470 T: 27.83039855957031 [C]; A:[-34, -8, 198]; H: 75.9854736328125
SENSE daab 145 26-04-2019 03:35:16.682 T: 29.14079856872558 [C]; A:[92, -4, 244]; H: 72.40728759765625
SENSE daaa 146 26-04-2019 03:35:16.892 T: 26.89439964294433 [C]; A:[116, 72, 214]; H: 76.69500732421875
SENSE daab 146 26-04-2019 03:35:17.080 T: 29.14079856872558 [C]; A:[88, 0, 218]; H: 72.40728759765625
SENSE daac 103 26-04-2019 03:35:17.034 T: 27.76799964904785 [C]; A:[-30, -12, 192]; H: 75.9854736328125
SENSE daaa 147 26-04-2019 03:35:17.300 T: 26.9567985534668 [C]; A:[116, 74, 210]; H: 76.69500732421875
SENSE daaa 147 26-04-2019 03:35:17.300 T: 26.9567985534668 [C]; A:[116, 74, 210]; H: 76.69500732421875
SENSE daab 147 26-04-2019 03:35:17.478 T: 29.14079856872558 [C]; A:[80, 0, 218]; H: 72.40728759765625
SENSE daab 148 26-04-2019 03:35:17.881 T: 29.14079856872558 [C]; A:[88, -8, 212]; H: 72.40728759765625
SENSE daaa 149 26-04-2019 03:35:18.077 T: 26.9567985534668 [C]; A:[114, 74, 206]; H: 76.672119140625
SENSE daab 149 26-04-2019 03:35:18.299 T: 29.14079856872558 [C]; A:[86, 0, 216]; H: 72.37677001953125
SENSE daaa 150 26-04-2019 03:35:18.470 T: 26.9567985534668 [C]; A:[114, 74, 208]; H: 76.672119140625
SENSE daab 150 26-04-2019 03:35:18.697 T: 29.14079856872558 [C]; A:[86, 0, 216]; H: 72.37677001953125
SENSE daac 106 26-04-2019 03:35:18.649 T: 27.83039855957031 [C]; A:[-32, -12, 194]; H: 75.9244384765625
SENSE daaa 151 26-04-2019 03:35:18.868 T: 26.89439964294433 [C]; A:[120, 74, 208]; H: 76.6416015625
SENSE daab 151 26-04-2019 03:35:19.110 T: 29.14079856872558 [C]; A:[82, 0, 216]; H: 72.37677001953125
SENSE daaa 152 26-04-2019 03:35:19.266 T: 26.9567985534668 [C]; A:[120, 76, 210]; H: 76.6416015625
SENSE daac 107 26-04-2019 03:35:19.214 T: 27.83039855957031 [C]; A:[-32, -8, 200]; H: 75.90155029296875
SENSE daab 152 26-04-2019 03:35:19.508 T: 29.20319938659667 [C]; A:[86, 0, 224]; H: 72.37677001953125
SENSE daac 108 26-04-2019 03:35:19.774 T: 27.8927993774414 [C]; A:[-32, -12, 200]; H: 75.90155029296875
SENSE daab 153 26-04-2019 03:35:19.906 T: 29.20319938659667 [C]; A:[84, 0, 222]; H: 72.37677001953125
SENSE daaa 154 26-04-2019 03:35:20.048 T: 26.9567985534668 [C]; A:[112, 78, 212]; H: 76.6416015625
SENSE daab 154 26-04-2019 03:35:20.309 T: 29.14079856872558 [C]; A:[82, -4, 218]; H: 72.3538818359375
SENSE daaa 155 26-04-2019 03:35:20.446 T: 26.9567985534668 [C]; A:[118, 76, 210]; H: 76.6416015625
SENSE daac 109 26-04-2019 03:35:20.334 T: 27.83039855957031 [C]; A:[-32, -8, 202]; H: 75.87103271484375
SENSE daab 155 26-04-2019 03:35:20.717 T: 29.14079856872558 [C]; A:[84, -6, 220]; H: 72.3538818359375
SENSE daaa 156 26-04-2019 03:35:20.844 T: 26.9567985534668 [C]; A:[118, 74, 210]; H: 76.6416015625
SENSE daac 110 26-04-2019 03:35:20.894 T: 27.83039855957031 [C]; A:[-34, -8, 204]; H: 75.87103271484375
SENSE daaa 157 26-04-2019 03:35:21.242 T: 26.9567985534668 [C]; A:[116, 74, 206]; H: 76.6416015625
SENSE daac 111 26-04-2019 03:35:21.454 T: 27.83039855957031 [C]; A:[-30, -10, 202]; H: 75.84814453125
SENSE daaa 158 26-04-2019 03:35:21.640 T: 26.9567985534668 [C]; A:[116, 78, 208]; H: 76.611083984375
SENSE daab 158 26-04-2019 03:35:21.831 T: 29.14079856872558 [C]; A:[84, 0, 222]; H: 72.3538818359375
SENSE daaa 159 26-04-2019 03:35:22.038 T: 26.9567985534668 [C]; A:[114, 68, 208]; H: 76.611083984375
SENSE daac 112 26-04-2019 03:35:22.024 T: 27.8927993774414 [C]; A:[-32, -14, 198]; H: 75.84814453125
SENSE daab 159 26-04-2019 03:35:22.229 T: 29.14079856872558 [C]; A:[82, -4, 218]; H: 72.3538818359375
SENSE daaa 160 26-04-2019 03:35:22.442 T: 26.89439964294433 [C]; A:[116, 72, 232]; H: 76.611083984375
SENSE daab 160 26-04-2019 03:35:22.627 T: 29.20319938659667 [C]; A:[86, -4, 218]; H: 72.3538818359375
SENSE daac 113 26-04-2019 03:35:22.584 T: 27.83039855957031 [C]; A:[-32, -10, 198]; H: 75.85577392578125
SENSE daaa 161 26-04-2019 03:35:22.844 T: 26.9567985534668 [C]; A:[122, 74, 210]; H: 76.58819580078125
SENSE daaa 162 26-04-2019 03:35:23.243 T: 26.9567985534668 [C]; A:[120, 72, 206]; H: 76.58819580078125
SENSE daac 114 26-04-2019 03:35:23.144 T: 27.8927993774414 [C]; A:[-36, -12, 202]; H: 75.85577392578125
SENSE daab 162 26-04-2019 03:35:23.389 T: 29.20319938659667 [C]; A:[84, 0, 220]; H: 72.3538818359375
SENSE daaa 163 26-04-2019 03:35:23.646 T: 26.9567985534668 [C]; A:[118, 76, 210]; H: 76.58819580078125
SENSE daac 115 26-04-2019 03:35:23.708 T: 27.8927993774414 [C]; A:[-32, -6, 196]; H: 75.82525634765625
SENSE daab 163 26-04-2019 03:35:23.792 T: 29.14079856872558 [C]; A:[84, -8, 214]; H: 72.3538818359375
SENSE daaa 164 26-04-2019 03:35:24.044 T: 26.9567985534668 [C]; A:[118, 72, 212]; H: 76.58819580078125
SENSE daab 164 26-04-2019 03:35:24.204 T: 29.20319938659667 [C]; A:[88, 0, 218]; H: 72.3538818359375
SENSE daac 116 26-04-2019 03:35:24.268 T: 27.8927993774414 [C]; A:[-30, -12, 200]; H: 75.82525634765625
SENSE daaa 165 26-04-2019 03:35:24.452 T: 26.89439964294433 [C]; A:[114, 74, 208]; H: 76.58819580078125
SENSE daab 165 26-04-2019 03:35:24.602 T: 29.14079856872558 [C]; A:[84, 0, 218]; H: 72.3538818359375
SENSE daaa 166 26-04-2019 03:35:24.820 T: 26.9567985534668 [C]; A:[120, 74, 216]; H: 76.55767822265625
SENSE daac 117 26-04-2019 03:35:24.828 T: 27.83039855957031 [C]; A:[-28, -10, 198]; H: 75.79473876953125
SENSE daab 166 26-04-2019 03:35:25.020 T: 29.14079856872558 [C]; A:[92, 0, 218]; H: 72.3233642578125
SENSE daaa 167 26-04-2019 03:35:25.228 T: 26.9567985534668 [C]; A:[114, 76, 208]; H: 76.55767822265625
SENSE daac 118 26-04-2019 03:35:25.398 T: 27.8927993774414 [C]; A:[-30, -14, 194]; H: 75.79473876953125
SENSE daaa 168 26-04-2019 03:35:25.626 T: 26.9567985534668 [C]; A:[120, 72, 216]; H: 76.52716064453125
SENSE daab 168 26-04-2019 03:35:25.797 T: 29.20319938659667 [C]; A:[90, -6, 212]; H: 72.3233642578125
SENSE daaa 169 26-04-2019 03:35:26.030 T: 26.9567985534668 [C]; A:[118, 74, 208]; H: 76.52716064453125
SENSE daac 119 26-04-2019 03:35:25.958 T: 27.8927993774414 [C]; A:[-32, -10, 202]; H: 75.79473876953125
SENSE daaa 170 26-04-2019 03:35:26.428 T: 26.9567985534668 [C]; A:[116, 78, 216]; H: 76.52716064453125
SENSE daab 170 26-04-2019 03:35:26.568 T: 29.20319938659667 [C]; A:[74, 0, 212]; H: 72.3233642578125
SENSE daac 120 26-04-2019 03:35:26.518 T: 27.8927993774414 [C]; A:[-34, -8, 202]; H: 75.79473876953125
SENSE daaa 171 26-04-2019 03:35:26.826 T: 26.9567985534668 [C]; A:[116, 72, 210]; H: 76.52716064453125
SENSE daaa 171 26-04-2019 03:35:26.826 T: 26.9567985534668 [C]; A:[116, 72, 210]; H: 76.52716064453125
SENSE daac 121 26-04-2019 03:35:27.078 T: 27.8927993774414 [C]; A:[-36, -10, 200]; H: 75.7718505859375
SENSE daaa 172 26-04-2019 03:35:27.229 T: 27.0191993713379 [C]; A:[114, 74, 210]; H: 76.52716064453125
SENSE daab 172 26-04-2019 03:35:27.344 T: 29.20319938659667 [C]; A:[94, 6, 226]; H: 72.3233642578125
SENSE daaa 173 26-04-2019 03:35:27.627 T: 26.9567985534668 [C]; A:[122, 74, 210]; H: 76.52716064453125
SENSE daac 122 26-04-2019 03:35:27.637 T: 27.8927993774414 [C]; A:[-30, -8, 202]; H: 75.7718505859375
SENSE daab 173 26-04-2019 03:35:27.742 T: 29.20319938659667 [C]; A:[82, -6, 208]; H: 72.2928466796875
SENSE daaa 174 26-04-2019 03:35:28.050 T: 26.9567985534668 [C]; A:[118, 78, 210]; H: 76.52716064453125
SENSE daab 174 26-04-2019 03:35:28.140 T: 29.20319938659667 [C]; A:[84, -4, 220]; H: 72.2928466796875
SENSE daac 123 26-04-2019 03:35:28.197 T: 27.8927993774414 [C]; A:[-30, -4, 200]; H: 75.7413330078125
SENSE daaa 175 26-04-2019 03:35:28.448 T: 26.9567985534668 [C]; A:[114, 72, 208]; H: 76.52716064453125
SENSE daab 175 26-04-2019 03:35:28.548 T: 29.14079856872558 [C]; A:[78, 0, 216]; H: 72.2928466796875
SENSE daac 124 26-04-2019 03:35:28.767 T: 27.8927993774414 [C]; A:[-30, -10, 198]; H: 75.7413330078125
SENSE daab 176 26-04-2019 03:35:28.946 T: 29.20319938659667 [C]; A:[90, 0, 222]; H: 72.2928466796875
SENSE daac 125 26-04-2019 03:35:29.327 T: 27.8927993774414 [C]; A:[-28, -8, 198]; H: 75.71844482421875
SENSE daaa 178 26-04-2019 03:35:29.573 T: 27.0191993713379 [C]; A:[120, 70, 206]; H: 76.4737548828125
SENSE daab 178 26-04-2019 03:35:29.712 T: 29.20319938659667 [C]; A:[90, 0, 220]; H: 72.2928466796875
SENSE daac 126 26-04-2019 03:35:29.887 T: 27.8927993774414 [C]; A:[-34, -8, 196]; H: 75.71844482421875
SENSE daab 179 26-04-2019 03:35:30.110 T: 29.20319938659667 [C]; A:[86, -2, 214]; H: 72.2928466796875
SENSE daaa 180 26-04-2019 03:35:30.339 T: 26.9567985534668 [C]; A:[120, 74, 214]; H: 76.4737548828125
SENSE daac 127 26-04-2019 03:35:30.452 T: 27.8927993774414 [C]; A:[-32, -12, 200]; H: 75.68792724609375
SENSE daaa 181 26-04-2019 03:35:30.737 T: 27.08160018920898 [C]; A:[120, 76, 210]; H: 76.4737548828125
SENSE daab 181 26-04-2019 03:35:30.871 T: 29.14079856872558 [C]; A:[88, 0, 218]; H: 72.2928466796875
SENSE daac 128 26-04-2019 03:35:31.022 T: 27.9552001953125 [C]; A:[-30, -12, 210]; H: 75.65740966796875
SENSE daab 182 26-04-2019 03:35:31.279 T: 29.20319938659667 [C]; A:[90, 0, 212]; H: 72.2928466796875
SENSE daaa 183 26-04-2019 03:35:31.504 T: 27.0191993713379 [C]; A:[120, 70, 208]; H: 76.4737548828125
SENSE daac 129 26-04-2019 03:35:31.587 T: 27.9552001953125 [C]; A:[-34, -10, 208]; H: 75.65740966796875
SENSE daab 183 26-04-2019 03:35:31.677 T: 29.20319938659667 [C]; A:[90, 0, 218]; H: 72.2928466796875
SENSE daaa 184 26-04-2019 03:35:31.902 T: 26.9567985534668 [C]; A:[118, 70, 210]; H: 76.4737548828125
SENSE daaa 185 26-04-2019 03:35:32.300 T: 27.0191993713379 [C]; A:[118, 70, 208]; H: 76.4737548828125
SENSE daac 130 26-04-2019 03:35:32.182 T: 27.8927993774414 [C]; A:[-32, -8, 196]; H: 75.634521484375
SENSE daab 185 26-04-2019 03:35:32.493 T: 29.20319938659667 [C]; A:[88, 0, 216]; H: 72.26995849609375
SENSE daaa 186 26-04-2019 03:35:32.698 T: 27.0191993713379 [C]; A:[116, 68, 212]; H: 76.4737548828125
SENSE daac 131 26-04-2019 03:35:32.741 T: 27.8927993774414 [C]; A:[-36, -14, 200]; H: 75.634521484375
SENSE daaa 187 26-04-2019 03:35:33.102 T: 27.0191993713379 [C]; A:[118, 72, 210]; H: 76.42034912109375
SENSE daac 132 26-04-2019 03:35:33.326 T: 27.9552001953125 [C]; A:[-30, -6, 206]; H: 75.634521484375
SENSE daaa 188 26-04-2019 03:35:33.499 T: 27.0191993713379 [C]; A:[116, 76, 208]; H: 76.42034912109375
SENSE daab 188 26-04-2019 03:35:33.633 T: 29.20319938659667 [C]; A:[82, -8, 214]; H: 72.26995849609375
SENSE daac 133 26-04-2019 03:35:33.886 T: 27.8927993774414 [C]; A:[-32, -8, 194]; H: 75.60400390625
SENSE daab 189 26-04-2019 03:35:34.035 T: 29.20319938659667 [C]; A:[84, -4, 216]; H: 72.26995849609375
SENSE daab 189 26-04-2019 03:35:34.035 T: 29.20319938659667 [C]; A:[84, -4, 216]; H: 72.26995849609375
SENSE daaa 190 26-04-2019 03:35:34.266 T: 27.08160018920898 [C]; A:[116, 76, 212]; H: 76.42034912109375
SENSE daac 134 26-04-2019 03:35:34.446 T: 27.9552001953125 [C]; A:[-28, -10, 196]; H: 75.60400390625
SENSE daaa 191 26-04-2019 03:35:34.664 T: 27.0191993713379 [C]; A:[114, 76, 212]; H: 76.38983154296875
SENSE daab 191 26-04-2019 03:35:34.812 T: 29.20319938659667 [C]; A:[84, 0, 212]; H: 72.26995849609375
SENSE daac 135 26-04-2019 03:35:35.006 T: 27.8927993774414 [C]; A:[-34, -10, 192]; H: 75.573486328125
SENSE daab 192 26-04-2019 03:35:35.210 T: 29.20319938659667 [C]; A:[90, -4, 218]; H: 72.26995849609375
SENSE daaa 193 26-04-2019 03:35:35.435 T: 27.0191993713379 [C]; A:[118, 72, 206]; H: 76.38983154296875
SENSE daab 193 26-04-2019 03:35:35.608 T: 29.20319938659667 [C]; A:[92, 0, 222]; H: 72.26995849609375
SENSE daac 136 26-04-2019 03:35:35.576 T: 27.9552001953125 [C]; A:[-30, -10, 198]; H: 75.573486328125
SENSE daaa 194 26-04-2019 03:35:35.844 T: 27.0191993713379 [C]; A:[112, 76, 208]; H: 76.35931396484375
SENSE daab 194 26-04-2019 03:35:36.026 T: 29.20319938659667 [C]; A:[86, 0, 216]; H: 72.26995849609375
SENSE daaa 195 26-04-2019 03:35:36.242 T: 27.0191993713379 [C]; A:[118, 72, 216]; H: 76.35931396484375
SENSE daac 137 26-04-2019 03:35:36.136 T: 27.9552001953125 [C]; A:[-32, -10, 206]; H: 75.573486328125
SENSE daaa 196 26-04-2019 03:35:36.640 T: 27.08160018920898 [C]; A:[120, 72, 206]; H: 76.35931396484375
SENSE daac 138 26-04-2019 03:35:36.696 T: 27.9552001953125 [C]; A:[-30, -12, 192]; H: 75.55059814453125
SENSE daab 196 26-04-2019 03:35:36.802 T: 29.20319938659667 [C]; A:[92, 0, 216]; H: 72.23944091796875
SENSE daaa 197 26-04-2019 03:35:37.038 T: 27.0191993713379 [C]; A:[116, 76, 210]; H: 76.35931396484375
SENSE daab 197 26-04-2019 03:35:37.200 T: 29.26559829711914 [C]; A:[90, 0, 222]; H: 72.23944091796875
SENSE daaa 198 26-04-2019 03:35:37.436 T: 27.08160018920898 [C]; A:[118, 74, 210]; H: 76.33642578125
SENSE daaa 199 26-04-2019 03:35:37.829 T: 27.0191993713379 [C]; A:[118, 72, 210]; H: 76.33642578125
SENSE daab 199 26-04-2019 03:35:37.961 T: 29.20319938659667 [C]; A:[88, -4, 222]; H: 72.23944091796875
SENSE daaa 200 26-04-2019 03:35:38.222 T: 27.0191993713379 [C]; A:[122, 74, 210]; H: 76.33642578125
SENSE daab 200 26-04-2019 03:35:38.359 T: 29.20319938659667 [C]; A:[84, 0, 210]; H: 72.23944091796875
SENSE daac 141 26-04-2019 03:35:38.305 T: 27.9552001953125 [C]; A:[-34, -8, 200]; H: 75.55059814453125
SENSE daaa 201 26-04-2019 03:35:38.646 T: 27.08160018920898 [C]; A:[118, 70, 204]; H: 76.305908203125
SENSE daac 142 26-04-2019 03:35:38.875 T: 27.9552001953125 [C]; A:[-28, -10, 204]; H: 75.52008056640625
SENSE daaa 202 26-04-2019 03:35:39.043 T: 27.0191993713379 [C]; A:[116, 72, 212]; H: 76.305908203125
SENSE daab 202 26-04-2019 03:35:39.125 T: 29.20319938659667 [C]; A:[88, 0, 212]; H: 72.23944091796875
SENSE daab 203 26-04-2019 03:35:39.523 T: 29.20319938659667 [C]; A:[90, 2, 228]; H: 72.23944091796875
SENSE daac 143 26-04-2019 03:35:39.460 T: 27.9552001953125 [C]; A:[-32, -10, 176]; H: 75.52008056640625
SENSE daaa 204 26-04-2019 03:35:39.815 T: 27.08160018920898 [C]; A:[118, 72, 210]; H: 76.305908203125
SENSE daab 204 26-04-2019 03:35:39.921 T: 29.20319938659667 [C]; A:[86, 0, 216]; H: 72.23944091796875
SENSE daac 144 26-04-2019 03:35:40.020 T: 27.9552001953125 [C]; A:[-30, -8, 198]; H: 75.52008056640625
